0-Pagina WT,1-Titolo italiano,2-Titolo tedesco,3-DataTrek ID,4-Stag. P18,5-Numero di produzione P1,6-Sequenza di trasmissione P153,7-Data di pubblicazione originale,8-Data P95,9-Serie,10-Istanza P14,11-P178,12-Titolo Wikidata,13-Wikidata ID,14-enMAPage,15-deMAPage,16-itMAPage,17-Produzione Wikidata,18-CheckProduzione
Distant Origin,L'origine della specie,Herkunft aus der Ferne,Q2570,3,165,65,30 aprile 1997,1997-04-30,Star Trek: Voyager,Q10993,23,Distant Origin,Q5282901,Distant Origin (episode),Herkunft aus der Ferne,,165,
Displaced,Lo zoo,Translokalisation,Q2566,3,166,66,7 maggio 1997,1997-05-07,Star Trek: Voyager,Q10993,24,Displaced,Q5282602,Displaced (episode),Translokalisation,,166,
Worst Case Scenario,La peggiore delle ipotesi,Rebellion Alpha,Q10118,3,167,67,14 maggio 1997,1997-05-14,Star Trek: Voyager,Q10993,25,Worst Case Scenario,Q8037123,Worst Case Scenario (episode),Rebellion Alpha (Episode),,167,
Scorpion - Part I,Il patto dello scorpione - Prima parte,Skorpion - Teil 1,Q8070,3,168,68,21 maggio 1997,1997-05-21,Star Trek: Voyager,Q10993,26,"Scorpion, Part I",Q42599292,Scorpion (episode),"Skorpion, Teil I",,,KO
Scorpion - Part II,Il patto dello scorpione - Seconda parte,Skorpion - Teil 2,Q8071,4,169,69,3 settembre 1997,1997-09-03,Star Trek: Voyager,Q10993,1,"Scorpion, Part II",Q25587680,"Scorpion, Part II (episode)","Skorpion, Teil II",,,KO
The Gift,L'addio di Kes,Die Gabe,Q9144,4,170,70,10 settembre 1997,1997-09-10,Star Trek: Voyager,Q10993,2,The Gift,Q7736403,The Gift (episode),Die Gabe,,170,
Day of Honor,Il giorno dell'onore,Tag der Ehre,Q2374,4,172,71,17 settembre 1997,1997-09-17,Star Trek: Voyager,Q10993,3,Day of Honor,Q5242932,Day of Honor (episode),Tag der Ehre (Episode),,172,
Nemesis (voy072),Nemesi,Nemesis,Q6635,4,171,72,24 settembre 1997,1997-09-24,Star Trek: Voyager,Q10993,4,Nemesis,Q6991120,Nemesis (episode),Nemesis (Episode),,171,
Revulsion,Repulsione,Der Isomorph,Q7575,4,173,73,1 ottobre 1997,1997-10-01,Star Trek: Voyager,Q10993,5,Revulsion,Q7318993,Revulsion (episode),Der Isomorph,,173,
The Raven,La visione,Der schwarze Vogel,Q9224,4,174,74,8 ottobre 1997,1997-10-08,Star Trek: Voyager,Q10993,6,The Raven,Q7759503,The Raven (episode),Der schwarze Vogel,,174,
Scientific Method,Metodi scientifici,Verwerfliche Experimente,Q8064,4,175,75,29 ottobre 1997,1997-10-29,Star Trek: Voyager,Q10993,7,Scientific Method,Q7433765,Scientific Method (episode),Verwerfliche Experimente,,175,
Year of Hell - Part I,Un anno d'inferno - Prima parte,Ein Jahr Hölle - Teil 1,Q10158,4,176,76,5 novembre 1997,1997-11-05,Star Trek: Voyager,Q10993,8,"Year of Hell, Part I",Q42599243,Year of Hell (episode),"Ein Jahr Hölle, Teil I",,,KO
Year of Hell - Part II,Un anno d'inferno - Seconda parte,Ein Jahr Hölle - Teil 2,Q10159,4,177,77,12 novembre 1997,1997-11-12,Star Trek: Voyager,Q10993,9,"Year of Hell, Part II",Q25587679,"Year of Hell, Part II (episode)","Ein Jahr Hölle, Teil II",,,KO
Random Thoughts,Pensiero violento,Gewalttätige Gedanken,Q7437,4,178,78,19 novembre 1997,1997-11-19,Star Trek: Voyager,Q10993,10,Random Thoughts,Q7291955,Random Thoughts (episode),Gewalttätige Gedanken,,178,
Concerning Flight,Il volo di Leonardo,Apropos Fliegen,Q1998,4,179,79,26 novembre 1997,1997-11-26,Star Trek: Voyager,Q10993,11,Concerning Flight,Q5158470,Concerning Flight (episode),Apropos Fliegen,,179,
Mortal Coil,Spira mortale,Leben nach dem Tod,Q6492,4,180,80,17 dicembre 1997,1997-12-17,Star Trek: Voyager,Q10993,12,Mortal Coil,Q6914361,Mortal Coil (episode),Leben nach dem Tod,,180,
Waking Moments,Stato di veglia,Wache Momente,Q9962,4,182,81,14 gennaio 1998,1998-01-14,Star Trek: Voyager,Q10993,13,Waking Moments,Q7961167,Waking Moments (episode),Wache Momente,,182,
Message in a Bottle,Il messaggio in bottiglia,Flaschenpost,Q6215,4,181,82,21 gennaio 1998,1998-01-21,Star Trek: Voyager,Q10993,14,Message in a Bottle,Q897951,Message in a Bottle (episode),Flaschenpost,,181,
Hunters,Cacciatori,Jäger,Q3840,4,183,83,11 febbraio 1998,1998-02-11,Star Trek: Voyager,Q10993,15,Hunters,Q5944738,Hunters (episode),Jäger (Episode),,183,
Prey,Prede,Die Beute,Q7279,4,184,84,18 febbraio 1998,1998-02-18,Star Trek: Voyager,Q10993,16,Prey,Q7242454,Prey (episode),Die Beute,,184,
Retrospect,A ritroso,Im Rückblick,Q7569,4,185,85,25 febbraio 1998,1998-02-25,Star Trek: Voyager,Q10993,17,Retrospect,Q7317056,Retrospect (episode),Im Rückblick,,185,
The Killing Game - Part I,Giochi di morte - Prima parte,Das Tötungsspiel - Teil 1,Q9162,4,186,86,4 marzo 1998,1998-03-04,Star Trek: Voyager,Q10993,18,"The Killing Game, Part I",Q42599210,The Killing Game (episode),"Das Tötungsspiel, Teil I",,,KO
The Killing Game - Part II,Giochi di morte - Seconda parte,Das Tötungsspiel - Teil 2,Q9163,4,187,87,4 marzo 1998,1998-03-04,Star Trek: Voyager,Q10993,19,"The Killing Game, Part II",Q25587682,"The Killing Game, Part II (episode)","Das Tötungsspiel, Teil II",,,KO
Vis à Vis,Faccia a faccia,Vis à Vis,Q9907,4,188,88,9 aprile 1998,1998-04-09,Star Trek: Voyager,Q10993,20,Vis à Vis,Q7935331,Vis à Vis (episode),Vis a vis,,188,
The Omega Directive,Direttiva omega,Die Omega-Direktive,Q9205,4,189,89,15 aprile 1998,1998-04-15,Star Trek: Voyager,Q10993,21,The Omega Directive,Q1093269,The Omega Directive (episode),Die Omega-Direktive,,,KO
Unforgettable,Indimenticabile,Unvergessen,Q9712,4,190,90,22 aprile 1998,1998-04-22,Star Trek: Voyager,Q10993,22,Unforgettable,Q3511657,Unforgettable (episode),Unvergessen,,190,
Living Witness,Testimone oculare,Der Zeitzeuge,Q5480,4,191,91,29 aprile 1998,1998-04-29,Star Trek: Voyager,Q10993,23,Living Witness,Q6659370,Living Witness (episode),Der Zeitzeuge,,191,
Demon,Demon,Dämon,Q2453,4,192,92,6 maggio 1998,1998-05-06,Star Trek: Voyager,Q10993,24,Demon,Q5256188,Demon (episode),Dämon (Episode),,192,
One,Sola,Eine,Q6838,4,193,93,13 maggio 1998,1998-05-13,Star Trek: Voyager,Q10993,25,One,Q7092425,One (episode),Eine,,193,
Hope and Fear,Speranza e paura,In Furcht und Hoffnung,Q3812,4,194,94,20 maggio 1998,1998-05-20,Star Trek: Voyager,Q10993,26,Hope and Fear,Q5899622,Hope and Fear (episode),In Furcht und Hoffnung,,194,
Night,Il nulla,Nacht,Q6698,5,195,95,14 ottobre 1998,1998-10-14,Star Trek: Voyager,Q10993,1,Night,Q7033193,Night (episode),Nacht (Episode),,195,
Drone,Drone,Die Drohne,Q2689,5,196,96,21 ottobre 1998,1998-10-21,Star Trek: Voyager,Q10993,2,Drone,Q5308319,Drone (episode),Die Drohne,,196,
Extreme Risk,Rischio estremo,Extreme Risiken,Q3036,5,197,97,28 ottobre 1998,1998-10-28,Star Trek: Voyager,Q10993,3,Extreme Risk,Q5422369,Extreme Risk (episode),Extreme Risiken,,197,
In the Flesh,La teoria di Shaw,In Fleisch und Blut,Q3925,5,198,98,4 novembre 1998,1998-11-04,Star Trek: Voyager,Q10993,4,In the Flesh,Q10857017,In the Flesh (episode),In Fleisch und Blut,,198,
Once Upon a Time,C'era una volta,Es war einmal,Q6836,5,199,99,11 novembre 1998,1998-11-11,Star Trek: Voyager,Q10993,5,Once Upon a Time,Q7091852,Once Upon a Time (episode),Es war einmal,,199,
Timeless,Senza tempo,Temporale Paradoxie,Q9381,5,201,100,18 novembre 1998,1998-11-18,Star Trek: Voyager,Q10993,6,Timeless,Q7805539,Timeless (episode),Temporale Paradoxie (Episode),,201,
Infinite Regress,Regressione infinita,Das Vinculum,Q3950,5,203,101,25 novembre 1998,1998-11-25,Star Trek: Voyager,Q10993,7,Infinite Regress,Q16744066,Infinite Regress (episode),Das Vinculum,,203,
Nothing Human,Nulla di umano,Inhumane Praktiken,Q6761,5,200,102,2 dicembre 1998,1998-12-02,Star Trek: Voyager,Q10993,8,Nothing Human,Q7062763,Nothing Human (episode),Inhumane Praktiken,,200,
Thirty Days,Trenta giorni,Dreißig Tage,Q9313,5,202,103,9 dicembre 1998,1998-12-09,Star Trek: Voyager,Q10993,9,Thirty Days,Q7785215,Thirty Days (episode),Dreißig Tage,,202,
Counterpoint,Contrappunto,Kontrapunkt,Q2045,5,204,104,16 dicembre 1998,1998-12-16,Star Trek: Voyager,Q10993,10,Counterpoint,Q5177009,Counterpoint (episode),Kontrapunkt,,204,
Latent Image,Immagine latente,Verborgene Bilder,Q5262,5,206,105,20 gennaio 1999,1999-01-20,Star Trek: Voyager,Q10993,11,Latent Image,Q6495479,Latent Image (episode),Verborgene Bilder,,206,
Bride of Chaotica!,La sposa di Chaotica,Chaoticas Braut,Q1418,5,207,106,27 gennaio 1999,1999-01-27,Star Trek: Voyager,Q10993,12,Bride of Chaotica!,Q4966112,Bride of Chaotica! (episode),Chaoticas Braut,,207,
Gravity,Gravità,Schwere,Q3550,5,205,107,3 febbraio 1999,1999-02-03,Star Trek: Voyager,Q10993,13,Gravity,Q5598039,Gravity (episode),Schwere,,205,
Bliss,Beatitudine,Euphorie,Q1266,5,209,108,10 febbraio 1999,1999-02-10,Star Trek: Voyager,Q10993,14,Bliss,Q4926829,Bliss (episode),Euphorie (Episode),,209,
Dark Frontier - Part I,Frontiera oscura - Parte I,Das ungewisse Dunkel - Teil 1,Q2235,5,211,109,17 febbraio 1999,1999-02-17,Star Trek: Voyager,Q10993,15,"Dark Frontier, Part 1",,,,,,KO
Dark Frontier - Part II,Frontiera oscura - Parte II,Das ungewisse Dunkel - Teil 2,Q2236,5,212,110,17 febbraio 1999,1999-02-17,Star Trek: Voyager,Q10993,16,"Dark Frontier, Part II",,,,,,KO
The Disease,La malattia,Das Generationenschiff,Q9110,5,210,111,24 febbraio 1999,1999-02-24,Star Trek: Voyager,Q10993,17,The Disease,Q7730324,The Disease (episode),Das Generationenschiff,,210,
Course: Oblivion,Rotta verso l'oblio,Endstation: Vergessenheit,Q2046,5,213,112,3 marzo 1999,1999-03-03,Star Trek: Voyager,Q10993,18,Course: Oblivion,Q5178161,Course: Oblivion (episode),Endstation – Vergessenheit,,213,
The Fight,Il combattimento,Der Fight,Q9133,5,208,113,24 marzo 1999,1999-03-24,Star Trek: Voyager,Q10993,19,The Fight,Q7733795,The Fight (episode),Der Fight,,208,
Think Tank,Il pensatoio,,Q9312,5,214,114,31 marzo 1999,1999-03-31,Star Trek: Voyager,Q10993,20,Think Tank,Q14643756,Think Tank (episode),Die Denkfabrik,,214,
Juggernaut,Il Vinhaar,Verheerende Gewalt,Q4682,5,215,115,26 aprile 1999,1999-04-26,Star Trek: Voyager,Q10993,21,Juggernaut,Q16744043,Juggernaut (episode),Verheerende Gewalt,,215,
Someone to Watch Over Me,Qualcuno che vegli su di me,Liebe inmitten der Sterne,Q8341,5,216,116,28 aprile 1999,1999-04-28,Star Trek: Voyager,Q10993,22,Someone to Watch Over Me,Q7559720,Someone to Watch Over Me (episode),Liebe inmitten der Sterne (Episode),,216,
11:59,11:59,23 Uhr 59,Q127,5,217,117,5 maggio 1999,1999-05-05,Star Trek: Voyager,Q10993,23,11:59,Q4547735,11:59 (episode),23 Uhr 59,,217,
Relativity,Relativity,Zeitschiff Relativity,Q7526,5,218,118,12 maggio 1999,1999-05-12,Star Trek: Voyager,Q10993,24,Relativity,Q8010281,Relativity (episode),Zeitschiff „Relativity“,,218,
Warhead,Testata esplosiva,Geheimnisvolle Intelligenz,Q9986,5,219,119,19 maggio 1999,1999-05-19,Star Trek: Voyager,Q10993,25,Warhead,Q7969397,Warhead (episode),Geheimnisvolle Intelligenz,,219,
Equinox - Part I,Equinox - Prima parte,Equinox - Teil 1,Q2903,5,220,120 (PG),26 maggio 1999,1999-05-26,Star Trek: Voyager,Q10993,26,"Equinox, Part I",Q42598917,Equinox (episode),"Equinox, Teil I",,,KO
Equinox - Part II,Equinox - Seconda parte,Equinox - Teil 2,Q2904,6,221,121,22 settembre 1999,1999-09-22,Star Trek: Voyager,Q10993,1,"Equinox, Part II",Q42598940,"Equinox, Part II (episode)","Equinox, Teil II",,,KO
Survival Instinct,Istinto di sopravvivenza,Überlebensinstinkt,Q8714,6,222,122,29 settembre 1999,1999-09-29,Star Trek: Voyager,Q10993,2,Survival Instinct,Q7647180,Survival Instinct (episode),Überlebensinstinkt,,222,
Barge of the Dead,La barca dei morti,Barke der Toten,Q997,6,223,123,6 ottobre 1999,1999-10-06,Star Trek: Voyager,Q10993,3,Barge of the Dead,Q4860559,Barge of the Dead (episode),Die Barke der Toten,,223,
"Tinker, Tenor, Doctor, Spy","Stagnaio, tenore, dottore, spia","Dame, Doktor, Ass, Spion",Q9413,6,224,124,13 ottobre 1999,1999-10-13,Star Trek: Voyager,Q10993,4,"Tinker, Tenor, Doctor, Spy",Q7808311,Tinker Tenor Doctor Spy (episode),"Dame, Doktor, As, Spion",,224,
Alice,Alice,Alice,Q316,6,226,125,20 ottobre 1999,1999-10-20,Star Trek: Voyager,Q10993,5,Alice,Q4725701,Alice (episode),Alice (Episode),,226,
Riddles,Enigmi,Rätsel,Q7668,6,227,126,3 novembre 1999,1999-11-03,Star Trek: Voyager,Q10993,6,Riddles,Q7332445,Riddles (episode),Rätsel,,227,
Dragon's Teeth,I denti del drago,Die Zähne des Drachen,Q2662,6,225,127,10 novembre 1999,1999-11-10,Star Trek: Voyager,Q10993,7,Dragon's Teeth,Q5305068,Dragon's Teeth (episode),Die Zähne des Drachen,,225,
One Small Step,Un piccolo passo,Ein kleiner Schritt,Q6842,6,228,128,17 novembre 1999,1999-11-17,Star Trek: Voyager,Q10993,8,One Small Step,Q7093205,One Small Step (episode),Ein kleiner Schritt,,228,
The Voyager Conspiracy,Cospirazione sulla Voyager,Die Voyager-Konspiration,Q9281,6,229,129,24 novembre 1999,1999-11-24,Star Trek: Voyager,Q10993,9,The Voyager Conspiracy,Q7773130,The Voyager Conspiracy (episode),Die Voyager-Konspiration,,229,
Pathfinder,Pathfinder,Das Pfadfinder-Projekt,Q6984,6,230,130,1 dicembre 1999,1999-12-01,Star Trek: Voyager,Q10993,10,Pathfinder,Q7144754,Pathfinder (episode),Das Pfadfinder-Projekt,,230,
Fair Haven,Fair Haven,Fair Haven,Q3059,6,231,131,12 gennaio 2000,2000-01-12,Star Trek: Voyager,Q10993,11,Fair Haven,Q5429820,Fair Haven (episode),Fair Haven (Episode),,231,
Blink of an Eye,In un batter d'occhio,Es geschah gestern,Q1265,6,233,132,19 gennaio 2000,2000-01-19,Star Trek: Voyager,Q10993,12,Blink of an Eye,Q4926755,Blink of an Eye (episode),Es geschah in einem Augenblick,,233,
Virtuoso,Virtuoso,Der Virtuose,Q9896,6,234,133,26 gennaio 2000,2000-01-26,Star Trek: Voyager,Q10993,13,Virtuoso,Q13403516,Virtuoso (episode),Der Virtuose,,234,
Memorial,Monumento,In Erinnerung,Q6187,6,236,134,2 febbraio 2000,2000-02-02,Star Trek: Voyager,Q10993,14,Memorial,Q6815335,Memorial (episode),Das Mahnmal,,236,
Tsunkatse (voy135),Tsunkatse,Tsunkatse,Q9658,6,232,135,9 febbraio 2000,2000-02-09,Star Trek: Voyager,Q10993,15,Tsunkatse,Q7850228,Tsunkatse (episode),Tsunkatse (Episode),,232,
Collective,La collettività,Kollektiv,Q1977,6,235,136,16 febbraio 2000,2000-02-16,Star Trek: Voyager,Q10993,16,Collective,Q5146129,Collective (episode),Das Kollektiv,,235,
Spirit Folk,Gli spiriti,Das Geistervolk,Q8395,6,237,137,23 febbraio 2000,2000-02-23,Star Trek: Voyager,Q10993,17,Spirit Folk,Q7577884,Spirit Folk (episode),Das Geistervolk,,237,
Ashes to Ashes,Cenere alla cenere,Asche zu Asche,Q10266,6,238,138,1 marzo 2000,2000-03-01,Star Trek: Voyager,Q10993,18,Ashes to Ashes,Q13479268,Ashes to Ashes (episode),Asche zu Asche,,238,
Child's Play,Un gioco da ragazzi,Icheb,Q1760,6,239,139,8 marzo 2000,2000-03-08,Star Trek: Voyager,Q10993,19,Child's Play,Q5097656,Child's Play (episode),Icheb (Episode),,239,
Good Shepherd,Il buon pastore,Der gute Hirte,Q3504,6,240,140,15 marzo 2000,2000-03-15,Star Trek: Voyager,Q10993,20,Good Shepherd,Q5582927,Good Shepherd (episode),Der gute Hirte,,243,KO
Live Fast and Prosper,Falsa vita e prosperità,Lebe flott und in Frieden,Q5478,6,242,141,19 aprile 2000,2000-04-19,Star Trek: Voyager,Q10993,21,Live Fast and Prosper,Q6655128,Live Fast and Prosper (episode),Lebe flott und in Frieden,,242,
Muse,La musa,Die Muse,Q6519,6,244,142,19 aprile 2000,2000-04-19,Star Trek: Voyager,Q10993,22,Muse,Q6940423,Muse (episode),Die Muse (VOY),,244,
Fury,Furia,Voller Wut,Q3257,6,243,143,3 maggio 2000,2000-05-03,Star Trek: Voyager,Q10993,23,Fury,Q5509836,Fury (episode),Voller Wut,,241,KO
Life Line,La linea della vita,Rettungsanker,Q5422,6,245,144,10 maggio 2000,2000-05-10,Star Trek: Voyager,Q10993,24,Life Line,Q6544922,Life Line (episode),Rettungsanker,,243,KO
The Haunting of Deck Twelve,I fantasmi del ponte dodici,Der Spuk von Deck Zwölf,Q9147,6,241,145,17 maggio 2000,2000-05-17,Star Trek: Voyager,Q10993,25,The Haunting of Deck Twelve,Q7739036,The Haunting of Deck Twelve (episode),Der Spuk auf Deck Zwölf,,245,KO
Unimatrix Zero - Part I,Unimatrice Zero - Parte prima,Unimatrix Zero - Teil I,Q9722,6,246,146,24 maggio 2000,2000-05-24,Star Trek: Voyager,Q10993,26,"Unimatrix Zero, Part I",Q42598448,Unimatrix Zero (episode),"Unimatrix Zero, Teil I",,,KO
Unimatrix Zero - Part II,Unimatrice Zero - Parte seconda,Unimatrix Zero - Teil II,Q9723,7,247,147,4 ottobre 2000,2000-10-04,Star Trek: Voyager,Q10993,1,"Unimatrix Zero, Part II",Q42598458,"Unimatrix Zero, Part II (episode)","Unimatrix Zero, Teil II",,,KO
Imperfection,Imperfezione,Unvollkommenheit,Q3914,7,248,148,11 ottobre 2000,2000-10-11,Star Trek: Voyager,Q10993,2,Imperfection,Q6006311,Imperfection (episode),Unvollkommenheit,,248,
Drive,La gara,Das Rennen,Q2687,7,249,149,18 ottobre 2000,2000-10-18,Star Trek: Voyager,Q10993,3,Drive,Q5307890,Drive (episode),Das Rennen,,249,
Repression,Repressione,Verdrängung,Q7555,7,251,150,25 ottobre 2000,2000-10-25,Star Trek: Voyager,Q10993,4,Repression,Q7314269,Repression (episode),Verdrängung,,251,
Critical Care,Una difficile cura,Kritische Versorgung,Q2084,7,250,151,1 novembre 2000,2000-11-01,Star Trek: Voyager,Q10993,5,Critical Care,Q5186601,Critical Care (episode),Kritische Versorgung,,250,
Inside Man,L'inviato,Eingeschleust,Q3967,7,252,152,8 novembre 2000,2000-11-08,Star Trek: Voyager,Q10993,6,Inside Man,Q6037663,Inside Man (episode),Eingeschleust,,252,
Body and Soul,Anima e corpo,Körper und Seele,Q1301,7,255,153,15 novembre 2000,2000-11-15,Star Trek: Voyager,Q10993,7,Body and Soul,Q4936885,Body and Soul (episode),Körper und Seele,,255,
Nightingale,La Nightingale,Nightingale,Q6700,7,256,154,22 novembre 2000,2000-11-22,Star Trek: Voyager,Q10993,8,Nightingale,Q7033819,Nightingale (episode),Nightingale (Episode),,256,
Flesh and Blood - Part I,In carne e ossa - Prima parte,Fleisch und Blut - Teil 1,Q3152,7,253,155,29 novembre 2000,2000-11-29,Star Trek: Voyager,Q10993,9,"Flesh and Blood, Part I",,,,,,KO
Flesh and Blood - Part II,In carne e ossa - Seconda parte,Fleisch und Blut - Teil 2,Q3153,7,254,156,29 novembre 2000,2000-11-29,Star Trek: Voyager,Q10993,10,"Flesh and Blood, Part 2",,,,,,KO
Shattered,Nelle pieghe del tempo,Zersplittert,Q8198,7,257,157,17 gennaio 2001,2001-01-17,Star Trek: Voyager,Q10993,11,Shattered,Q7490690,Shattered (episode),Zersplittert,,257,
Lineage,Discendenza,Abstammung,Q5449,7,258,158,24 gennaio 2001,2001-01-24,Star Trek: Voyager,Q10993,12,Lineage,Q6553367,Lineage (episode),Abstammung,,258,
Repentance,Rimorso,Reue,Q7553,7,259,159,31 gennaio 2001,2001-01-31,Star Trek: Voyager,Q10993,13,Repentance,Q7313969,Repentance (episode),Reue (Episode),,259,
Prophecy,La profezia,Die Prophezeiung,Q7298,7,260,160,7 febbraio 2001,2001-02-07,Star Trek: Voyager,Q10993,14,Prophecy,Q7250266,Prophecy (episode),Die Prophezeiung (VOY),,260,
The Void,Il vuoto,Die Leere,Q9280,7,261,161,14 febbraio 2001,2001-02-14,Star Trek: Voyager,Q10993,15,The Void,Q7773066,The Void (episode),Die Leere (Episode),,261,
Workforce - Part I,Forza lavoro - Parte prima,Die Arbeiterschaft - Teil 1,Q10109,7,262,162,21 febbraio 2001,2001-02-21,Star Trek: Voyager,Q10993,16,"Workforce, Part I",Q42597799,Workforce (episode),"Arbeiterschaft, Teil I",,,KO
Workforce - Part II,Forza lavoro - Parte seconda,Die Arbeiterschaft - Teil 2,Q10110,7,263,163,28 febbraio 2001,2001-02-28,Star Trek: Voyager,Q10993,17,"Workforce, Part II",Q42597906,"Workforce, Part II (episode)","Arbeiterschaft, Teil II",,,KO
Human Error,Errore umano,Menschliche Fehler,Q3838,7,264,164,21 marzo 2001,2001-03-21,Star Trek: Voyager,Q10993,18,Human Error,Q16744675,Human Error (episode),Menschliche Fehler,,264,
Q2 (voy165),Q2,Q2,Q7333,7,265,165,28 marzo 2001,2001-03-28,Star Trek: Voyager,Q10993,19,Q2,Q125917,Q2 (episode),Q2,,265,
"Author, Author","L'autore, l'autore!",Die Veröffentlichung,Q36,7,266,166,18 aprile 2001,2001-04-18,Star Trek: Voyager,Q10993,20,"Author, Author",Q4825905,"Author, Author (episode)",Die Veröffentlichung,,266,
Friendship One,Friendship Uno,Friendship One,Q3245,7,267,167,25 aprile 2001,2001-04-25,Star Trek: Voyager,Q10993,21,Friendship One,Q5504409,Friendship One (episode),Friendship One,,267,
Natural Law,Legge di natura,Ein natürliches Gesetz,Q6590,7,268,168,2 maggio 2001,2001-05-02,Star Trek: Voyager,Q10993,22,Natural Law,Q16744191,Natural Law (episode),Ein natürliches Gesetz,,268,
Homestead,La colonia,Eine Heimstätte,Q3805,7,269,169,9 maggio 2001,2001-05-09,Star Trek: Voyager,Q10993,23,Homestead,Q5890492,Homestead (episode),Eine Heimstätte,,269,
Renaissance Man,L'uomo del Rinascimento,Renaissancemensch,Q7539,7,270,170,16 maggio 2001,2001-05-16,Star Trek: Voyager,Q10993,24,Renaissance Man,Q7312433,Renaissance Man (episode),Renaissancemensch,,270,
Endgame - Part I,Fine del gioco - Prima parte,Endspiel - Teil 1,Q2870,7,271,171,23 maggio 2001,2001-05-23,Star Trek: Voyager,Q10993,25,"Endgame, Part I",Q42597471,"Endgame, Part I (episode)","Endspiel, Teil I",,,KO
Endgame - Part II,Fine del gioco - Seconda parte,Endspiel - Teil 2,Q2871,7,272,172,23 maggio 2001,2001-05-23,Star Trek: Voyager,Q10993,26,"Endgame, Part II",Q42597606,"Endgame, Part II (episode)","Endspiel, Teil II",,,KO
